Timestamp,From Bank,From Account,To Bank,To Account,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering,Strategy
2022/08/01 00:03,2310,8001CEE90,2310,8001CEE90,12996548.01,US Dollar,12996548.01,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:21,1208,8001CF800,1208,8001CF800,6.2,US Dollar,6.2,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:26,3218,8001CF310,3218,8001CF310,48256.05,US Dollar,48256.05,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:06,214,8001D3130,214,8001D3130,994317.1,US Dollar,994317.1,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:12,2310,8001D37A0,2310,8001D37A0,35089.5,US Dollar,35089.5,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:06,11,8001D3CF0,11,8001D3CF0,177892.53,US Dollar,177892.53,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:12,0,80012A3B0,20,8001D4830,4216.45,US Dollar,4216.45,US Dollar,Cheque,0,Nopeee
2022/08/01 00:19,0,80012A3B0,20,8001D4830,986.96,US Dollar,986.96,US Dollar,Credit Card,0,Nopeee
2022/08/01 00:19,1208,8001D4CD0,1208,8001D4CD0,62840.57,US Dollar,62840.57,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:22,11,800194A50,1208,8001D4CD0,44403.74,US Dollar,44403.74,US Dollar,Cheque,0,Nopeee
2022/08/01 00:25,1208,8001D4CD0,1208,8001D4CD0,15.87,US Dollar,15.87,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:25,0,800117F00,0,8001D5830,32541.6,US Dollar,32541.6,US Dollar,Cheque,0,Nopeee
2022/08/01 00:16,0,800117F00,0,8001D5830,21785.13,US Dollar,21785.13,US Dollar,Credit Card,0,Nopeee
2022/08/01 00:23,0,800117F00,0,8001D5830,6563.66,US Dollar,6563.66,US Dollar,ACH,0,Nopeee
2022/08/01 00:03,0,800117F00,0,8001D5830,17702.63,US Dollar,17702.63,US Dollar,Wire,0,Nopeee
2022/08/01 00:25,214,80014B410,214,80014B410,492012.83,US Dollar,492012.83,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:06,2310,8001D5640,2310,8001D5640,1723.48,US Dollar,1723.48,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:11,0,800076D70,2310,8001D6070,4663.96,US Dollar,4663.96,US Dollar,Cheque,0,Nopeee
2022/08/01 00:04,0,800076D70,2310,8001D6070,4343.7,US Dollar,4343.7,US Dollar,Credit Card,0,Nopeee
2022/08/01 00:22,11,8001D5BC0,11,8001D5BC0,3.18,US Dollar,3.18,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:28,11,8001D85E0,11,8001D85E0,620705.67,US Dollar,620705.67,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:13,214,8001D9820,214,8001D9820,30640.85,US Dollar,30640.85,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:15,20,8001D8D00,20,8001D8D00,304.41,US Dollar,304.41,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:04,3202,8001D9140,3202,8001D9140,8750.66,US Dollar,8750.66,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:19,11,8001D95E0,11,8001D95E0,2273.71,US Dollar,2273.71,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:19,0,8001D9C30,0,8001D9C30,23324.58,US Dollar,23324.58,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:08,11,8001DA5B0,11,8001DA5B0,5212.25,US Dollar,5212.25,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:07,214,8001D93B0,214,8001D93B0,16.34,US Dollar,16.34,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:15,2310,8001D94F0,2310,8001D94F0,3.54,US Dollar,3.54,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:29,20,8001D9A70,23312,81197E050,7.71,US Dollar,7.71,US Dollar,Credit Card,0,Nopeee
2022/08/01 00:08,20,8001DBB60,20,8001DBB60,51307.25,US Dollar,51307.25,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:01,20,8001DBB60,20,8001DBB60,4.82,US Dollar,4.82,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:23,20,8001DC210,20,8001DC210,142091.36,US Dollar,142091.36,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:24,2310,8001DC5B0,2310,8001DC5B0,21.33,US Dollar,21.33,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:11,3217,8001D2930,3217,8001D2930,21954.84,US Dollar,21954.84,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:10,11,8001D29D0,11,8001D29D0,1844.19,US Dollar,1844.19,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:28,3196,8001D2EF0,3196,8001D2EF0,19751.44,US Dollar,19751.44,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:06,1208,8001D4F90,1208,8001D4F90,6249.77,US Dollar,6249.77,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:12,3257,8001D83A0,3257,8001D83A0,13659.49,US Dollar,13659.49,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:20,11,8001D29D0,11,8001D29D0,20.99,US Dollar,20.99,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:22,2310,8001D2B10,2310,8001D2B10,20.81,US Dollar,20.81,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:21,0,8001D2C50,1106080,84040B200,2.89,US Dollar,2.89,US Dollar,Credit Card,0,Nopeee
2022/08/01 00:05,2310,8001D3FE0,2310,8001D3FE0,18.96,US Dollar,18.96,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:10,20,8001D4F40,20,8001D4F40,20.08,US Dollar,20.08,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:03,20,8001DB170,20,8001DB170,8.71,US Dollar,8.71,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:13,0,8001E7420,0,8001E7420,193399.03,US Dollar,193399.03,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:17,0,8001E7420,0,8001E7420,6.69,US Dollar,6.69,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:04,20,8001E7EB0,20,8001E7EB0,29655.21,US Dollar,29655.21,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:02,1208,800140820,20,8001E7EB0,8564550.99,US Dollar,8564550.99,US Dollar,Cheque,0,Nopeee
2022/08/01 00:11,1208,800140820,20,8001E7EB0,10696.6,US Dollar,10696.6,US Dollar,Credit Card,0,Nopeee
2022/08/01 00:23,1208,800140820,20,8001E7EB0,5912282.29,US Dollar,5912282.29,US Dollar,ACH,0,Nopeee
2022/08/01 00:03,20,8001E7EB0,20,8001E7EB0,4.55,US Dollar,4.55,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:29,11,800195C90,20,8001E8CE0,551.75,US Dollar,551.75,US Dollar,Cheque,0,Nopeee
2022/08/01 00:09,11,800195C90,20,8001E8CE0,124.08,US Dollar,124.08,US Dollar,Credit Card,0,Nopeee
2022/08/01 00:11,1208,8001E86B0,1208,8001E86B0,3.45,US Dollar,3.45,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:24,20,8001E8AF0,20,8001E8AF0,24.6,US Dollar,24.6,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:03,70,100428660,1208,8001E96C0,6615.9,US Dollar,6615.9,US Dollar,Cheque,0,Nopeee
2022/08/01 00:16,1208,8001E71E0,1208,8001E71E0,4529209.34,US Dollar,4529209.34,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:05,3305,8001E9CF0,0,8001E9280,14915.42,US Dollar,14915.42,US Dollar,Wire,0,Nopeee
2022/08/01 00:03,20,8001E9D90,20,8001E9D90,2102.99,US Dollar,2102.99,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:24,20,8001EBA50,20,8001EBA50,20104.65,US Dollar,20104.65,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:01,1208,8001EB8C0,1208,8001EB8C0,22.87,US Dollar,22.87,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:02,20,8001EB6B0,20,8001EB6B0,10338.9,US Dollar,10338.9,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:20,20,8001EB6B0,20,8001EB6B0,7.85,US Dollar,7.85,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:05,20,800070AC0,0,80020BBB0,1173.74,US Dollar,1173.74,US Dollar,Cheque,0,Nopeee
2022/08/01 00:24,20,800070AC0,0,80020BBB0,3191.74,US Dollar,3191.74,US Dollar,Credit Card,0,Nopeee
2022/08/01 00:18,214,8001D6350,1208,80020B8D0,2847.88,US Dollar,2847.88,US Dollar,Cheque,0,Nopeee
2022/08/01 00:27,214,8001D6350,1208,80020B8D0,4163.42,US Dollar,4163.42,US Dollar,Credit Card,0,Nopeee
2022/08/01 00:22,214,800211020,214,800211020,641143.26,US Dollar,641143.26,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:17,3196,800211160,3196,800211160,13906.25,US Dollar,13906.25,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:04,20,800210AB0,20,800210AB0,8.03,US Dollar,8.03,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:01,2310,800211450,2310,800211450,19.77,US Dollar,19.77,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:18,11,800211ED0,11,800211ED0,21.62,US Dollar,21.62,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:22,20,8002104D0,20,8002104D0,7828022.18,US Dollar,7828022.18,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:24,20,8002104D0,20,8002106B0,84691544.0,US Dollar,84691544.0,US Dollar,ACH,0,Nopeee
2022/08/01 00:14,0,8002120C0,0,8002120C0,8101.86,US Dollar,8101.86,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:05,20,8002121B0,20,8002121B0,2950.25,US Dollar,2950.25,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:19,20,800210610,20,800210610,23.18,US Dollar,23.18,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:20,20,8002106B0,27934,804AAE720,48.27,US Dollar,48.27,US Dollar,Credit Card,0,Nopeee
2022/08/01 00:18,0,800212480,0,800212480,8.05,US Dollar,8.05,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:13,214,8001D52A0,214,8001D52A0,46559.43,US Dollar,46559.43,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:12,0,80021E090,0,80021E090,184111.99,US Dollar,184111.99,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:18,214,80021DEA0,214,80021DEA0,15.8,US Dollar,15.8,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:23,20,800224360,20,800224360,4301581.82,US Dollar,4301581.82,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:02,2310,800224400,2310,800224400,2092321.99,US Dollar,2092321.99,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:05,20,800224360,20,800224360,13.07,US Dollar,13.07,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:01,1208,8001D6930,1208,8001D6930,200299.82,US Dollar,200299.82,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:21,1208,8001D6930,1208,8001D6930,10.07,US Dollar,10.07,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:29,20,800227DE0,20,800227DE0,3004793.67,US Dollar,3004793.67,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:25,1208,800228720,1208,800228720,23151.31,US Dollar,23151.31,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:22,3218,80010FD70,1208,80022A760,15374.65,US Dollar,15374.65,US Dollar,ACH,0,Nopeee
2022/08/01 00:14,1208,80022A760,1208,80022A760,6329.2,US Dollar,6329.2,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:13,20,80010FD20,20,80010FD20,17.69,US Dollar,17.69,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:09,3217,8002294A0,0,80022AC60,4428.52,US Dollar,4428.52,US Dollar,ACH,0,Nopeee
2022/08/01 00:12,0,800229180,0,800229180,16.85,US Dollar,16.85,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:25,20,80022BC40,20,80022BC40,5402.5,US Dollar,5402.5,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:13,1208,80022D440,1208,80022D440,461754.13,US Dollar,461754.13,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:28,0,800076160,1208,80022D9E0,34483.09,US Dollar,34483.09,US Dollar,Cheque,0,Nopeee
2022/08/01 00:03,0,800076160,1208,80022D9E0,18325.87,US Dollar,18325.87,US Dollar,Credit Card,0,Nopeee
2022/08/01 00:17,0,800076160,1208,80022D9E0,6987.26,US Dollar,6987.26,US Dollar,Cash,0,Nopeee
2022/08/01 00:17,20,8002306B0,20,8002306B0,21.6,US Dollar,21.6,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:23,2310,80018C890,0,800231A90,32521.34,US Dollar,32521.34,US Dollar,Cheque,0,Nopeee
2022/08/01 00:07,2310,80018C890,0,800231A90,26880.35,US Dollar,26880.35,US Dollar,Credit Card,0,Nopeee
2022/08/01 00:20,2310,80018C890,0,800231A90,22413.16,US Dollar,22413.16,US Dollar,Cash,0,Nopeee
2022/08/01 00:20,2310,80018C890,0,800231A90,47159.03,US Dollar,47159.03,US Dollar,Wire,0,Nopeee
2022/08/01 00:09,2310,800232440,2310,800232440,100585.74,US Dollar,100585.74,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:11,20,800233910,20,800233910,17.55,US Dollar,17.55,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:21,0,800233EC0,0,800233EC0,18650.35,US Dollar,18650.35,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:22,214,800234C70,214,800234C70,24.07,US Dollar,24.07,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:23,20,800234D10,20,800234D10,15.74,US Dollar,15.74,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:16,3204,8002363D0,3204,8002363D0,16292.29,US Dollar,16292.29,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:23,0,8002362E0,0,8002362E0,16.09,US Dollar,16.09,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:11,20,800243E70,20,800243E70,336057.25,US Dollar,336057.25,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:28,20,800243E70,20,800243E70,10.46,US Dollar,10.46,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:21,20,800248430,20,800248430,504961.26,US Dollar,504961.26,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:00,0,8002494C0,0,8002494C0,395667.01,US Dollar,395667.01,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:02,1208,8002498B0,1208,8002498B0,163940.05,US Dollar,163940.05,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:03,214,800249900,12582,804124FE0,104.02,US Dollar,104.02,US Dollar,Credit Card,0,Nopeee
2022/08/01 00:03,214,800122740,20,80024A940,31130.41,US Dollar,31130.41,US Dollar,Cheque,0,Nopeee
2022/08/01 00:19,214,800122740,20,80024A940,23005.27,US Dollar,23005.27,US Dollar,Credit Card,0,Nopeee
2022/08/01 00:20,214,800122740,20,80024A940,37092.28,US Dollar,37092.28,US Dollar,Cash,0,Nopeee
2022/08/01 00:23,214,800122740,20,80024A940,10323.63,US Dollar,10323.63,US Dollar,ACH,0,Nopeee
2022/08/01 00:01,214,800122740,20,80024A940,3900.29,US Dollar,3900.29,US Dollar,Wire,0,Nopeee
2022/08/01 00:09,11,80024AF40,11,80024AF40,540448.36,US Dollar,540448.36,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:08,11,80024AF40,11,80024AF40,4.0,US Dollar,4.0,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:12,214,80024B6C0,214,80024B6C0,305004.18,US Dollar,305004.18,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:25,2310,800228A60,2310,800228A60,53744.85,US Dollar,53744.85,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:02,20,80022B520,20,80022B520,83432.17,US Dollar,83432.17,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:04,3361,80022B570,2310,8002333B0,19553.9,US Dollar,19553.9,US Dollar,Wire,0,Nopeee
2022/08/01 00:24,20,80022CB70,20,80022CB70,12835.94,US Dollar,12835.94,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:09,20,80022CE90,20,80022CE90,2119.24,US Dollar,2119.24,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:29,214,80022E1D0,214,80022E1D0,540.8,US Dollar,540.8,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:20,20,80022EDF0,20,80022EDF0,124249.46,US Dollar,124249.46,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:27,3202,80022EEE0,3202,80022EEE0,6397.27,US Dollar,6397.27,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:24,2310,80022EF80,2310,80022EF80,111167.93,US Dollar,111167.93,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:01,0,80022F420,0,80022F420,54122.01,US Dollar,54122.01,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:09,2310,80022F920,2310,80022F920,5219.57,US Dollar,5219.57,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:26,11,80022FB00,11,80022FB00,7487.35,US Dollar,7487.35,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:14,20,80022FC90,20,80022FC90,26431.7,US Dollar,26431.7,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:27,20,80022FEC0,20,80022FEC0,65441.08,US Dollar,65441.08,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:26,1208,800230310,1208,800230310,22081.03,US Dollar,22081.03,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:14,3414,800230DE0,3414,800230DE0,2049.55,US Dollar,2049.55,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:16,214,800232910,214,800232910,38021.44,US Dollar,38021.44,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:21,0,8002344D0,0,8002344D0,28449.61,US Dollar,28449.61,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:20,1208,800234660,1208,800234660,16521.35,US Dollar,16521.35,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:10,20,800236A40,20,800236A40,62031.14,US Dollar,62031.14,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:09,2310,80024A200,2310,80024A200,94953.0,US Dollar,94953.0,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:17,3196,80024B390,3196,80024B390,4610.52,US Dollar,4610.52,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:03,0,800227BF0,0,800227BF0,14.1,US Dollar,14.1,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:11,214,80022B390,214,80022B390,5.52,US Dollar,5.52,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:15,1208,80022C790,111667,8048945F0,36.8,US Dollar,36.8,US Dollar,Credit Card,0,Nopeee
2022/08/01 00:08,20,80022CB70,20,80022CB70,12.71,US Dollar,12.71,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:14,214,80022E1D0,214,80022E1D0,19.76,US Dollar,19.76,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:08,1208,80022E850,215275,81780C4C0,311.05,US Dollar,311.05,US Dollar,Credit Card,0,Nopeee
2022/08/01 00:15,2310,80022EF80,2310,80022EF80,9.08,US Dollar,9.08,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:03,0,80022F420,0,80022F420,4.96,US Dollar,4.96,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:12,0,80022FBF0,0,80022FBF0,15.92,US Dollar,15.92,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:14,20,80022FC90,20,80022FC90,6.93,US Dollar,6.93,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:18,0,8002344D0,0,8002344D0,19.01,US Dollar,19.01,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:21,214,800236AE0,2954,8284D05E0,11.56,US Dollar,11.56,US Dollar,Credit Card,0,Nopeee
2022/08/01 00:03,2310,800236D70,2310,800236D70,24.53,US Dollar,24.53,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:00,0,8001202E0,20,800226BD0,227247.42,US Dollar,227247.42,US Dollar,Cheque,0,Nopeee
2022/08/01 00:20,0,8001202E0,20,800226BD0,18027.19,US Dollar,18027.19,US Dollar,Credit Card,0,Nopeee
2022/08/01 00:21,0,8001202E0,20,800226BD0,87063.87,US Dollar,87063.87,US Dollar,Cash,0,Nopeee
2022/08/01 00:28,0,8001202E0,20,800226BD0,178878.84,US Dollar,178878.84,US Dollar,ACH,0,Nopeee
2022/08/01 00:07,214,800260400,214,800260400,1715392.22,US Dollar,1715392.22,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:20,0,8002604A0,0,8002604A0,897635.66,US Dollar,897635.66,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:14,214,80027A110,214,80027A110,758462.83,US Dollar,758462.83,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:27,20,80027A1B0,20,80027A1B0,11626.04,US Dollar,11626.04,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:18,0,800279700,0,800279700,3974.81,US Dollar,3974.81,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:14,20,8002799D0,20,8002799D0,7695.73,US Dollar,7695.73,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:02,20,80027A8D0,20,80027A8D0,7771.94,US Dollar,7771.94,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:05,2310,800279EA0,2310,800279EA0,10.57,US Dollar,10.57,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:22,11,80027A650,11,80027A650,24.65,US Dollar,24.65,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:10,20,80027A8D0,20,80027A8D0,12.08,US Dollar,12.08,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:02,20,80027D320,20,80027D320,5.66,US Dollar,5.66,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:15,214,800285060,214,800285060,23.27,US Dollar,23.27,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:20,20,8002B3050,20,8002B3050,22.42,US Dollar,22.42,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:24,0,8002B3EF0,0,8002B3EF0,513246.43,US Dollar,513246.43,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:13,11,8002B3F90,11,8002B3F90,633.34,US Dollar,633.34,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:19,0,800194AA0,0,8002B3EF0,69358.87,US Dollar,69358.87,US Dollar,Cheque,0,Nopeee
2022/08/01 00:13,0,800194AA0,0,8002B3EF0,13738.15,US Dollar,13738.15,US Dollar,Credit Card,0,Nopeee
2022/08/01 00:20,0,800194AA0,0,8002B3EF0,31618.49,US Dollar,31618.49,US Dollar,Wire,0,Nopeee
2022/08/01 00:06,20,8002B7010,20,8002B7010,24.26,US Dollar,24.26,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:28,3217,8002B7280,3217,8002B7280,14737.01,US Dollar,14737.01,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:03,0,8002B8F00,20,8002B9040,530444965.0,US Dollar,530444965.0,US Dollar,Cheque,0,Nopeee
2022/08/01 00:15,3412,8002B90E0,3412,8002B90E0,371.77,US Dollar,371.77,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:23,20,8001C92D0,0,8002B8F00,3182.25,US Dollar,3182.25,US Dollar,Cheque,0,Nopeee
2022/08/01 00:03,20,8001C92D0,0,8002B8F00,3851.27,US Dollar,3851.27,US Dollar,Credit Card,0,Nopeee
2022/08/01 00:14,20,8002B9040,166294,8377CC680,13.11,US Dollar,13.11,US Dollar,Credit Card,0,Nopeee
2022/08/01 00:07,2310,80022E480,2310,80022E480,114868.24,US Dollar,114868.24,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:04,20,8002BDF80,20,8002BDF80,36403.1,US Dollar,36403.1,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:24,20,8002BDF80,20,8002BDF80,4.13,US Dollar,4.13,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:00,0,8002CECE0,0,8002CECE0,215054.84,US Dollar,215054.84,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:08,214,8002D1DF0,214,8002D1DF0,5592.04,US Dollar,5592.04,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:14,214,8002D1DF0,214,8002D1DF0,23.51,US Dollar,23.51,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:21,20,8002D6AE0,20,8002D6AE0,13.68,US Dollar,13.68,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:09,0,800231A90,1208,8002DB270,1092.92,US Dollar,1092.92,US Dollar,Cheque,0,Nopeee
2022/08/01 00:19,20,8002DB080,20,8002DB080,18.28,US Dollar,18.28,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:28,2310,8002FE970,2310,8002FE970,4194.62,US Dollar,4194.62,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:01,0,8002FE9C0,0,8002FE9C0,24374.91,US Dollar,24374.91,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:06,1208,800228720,214,8002FF310,24331.96,US Dollar,24331.96,US Dollar,Cheque,0,Nopeee
2022/08/01 00:13,1208,800228720,214,8002FF310,13910.68,US Dollar,13910.68,US Dollar,Credit Card,0,Nopeee
2022/08/01 00:13,1208,800228720,214,8002FF310,25358.9,US Dollar,25358.9,US Dollar,Cash,0,Nopeee
2022/08/01 00:25,1208,800228720,214,8002FF310,2272.23,US Dollar,2272.23,US Dollar,ACH,0,Nopeee
2022/08/01 00:19,1208,800228720,214,8002FF310,578.77,US Dollar,578.77,US Dollar,Wire,0,Nopeee
2022/08/01 00:17,214,8002FFB20,214,8002FFB20,1129355.5,US Dollar,1129355.5,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:06,0,8002FFE40,0,8002FFE40,4195.11,US Dollar,4195.11,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:17,20,800147D90,1208,8002FFBC0,5934.66,US Dollar,5934.66,US Dollar,Cheque,0,Nopeee
2022/08/01 00:13,20,800147D90,1208,8002FFBC0,11012.11,US Dollar,11012.11,US Dollar,Credit Card,0,Nopeee
2022/08/01 00:06,20,800147D90,1208,8002FFBC0,23111.67,US Dollar,23111.67,US Dollar,Cash,0,Nopeee
2022/08/01 00:18,214,8002FFB20,214,8002FFB20,20.31,US Dollar,20.31,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:06,1208,8002FFBC0,1208,8002FFBC0,11.18,US Dollar,11.18,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:04,20,800300DC0,20,800300DC0,792701.36,US Dollar,792701.36,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:11,20,800300DC0,20,800300DC0,13.06,US Dollar,13.06,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:08,0,8002FEF10,0,8002FEF10,10596.75,US Dollar,10596.75,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:14,11,8002FF0F0,11,8002FF0F0,419.63,US Dollar,419.63,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:23,0,8002FE680,0,8002FE680,20.87,US Dollar,20.87,US Dollar,Reinvestment,0,Nopeee
2022/08/01 00:01,11,8002FF0F0,11,8002FF0F0,20.89,US Dollar,20.89,US Dollar,Reinvestment,0,Nopeee
